v,q,g,m,g_rev,mom,calmar,cagr,mdd,sharpe,sortino
15,10,45,30,0.9,6m-1m,0.564,26.12,46.33,0.781,1.147
25,10,20,45,1.0,12m-1m,0.563,24.81,44.07,0.774,1.07
25,0,55,20,0.8,6m,0.563,28.01,49.77,0.806,1.098
25,5,15,55,0.8,12m,0.563,23.17,41.13,0.732,0.956
25,10,25,40,1.0,12m,0.563,26.25,46.66,0.784,1.08
15,15,50,20,0.3,6m-1m,0.563,36.17,64.22,0.951,1.409
25,25,25,25,0.5,12m,0.563,27.83,49.45,0.818,1.113
20,5,30,45,0.9,6m,0.563,25.61,45.46,0.768,1.087
15,5,20,60,1.0,6m,0.563,30.37,53.95,0.858,1.198
20,25,20,35,0.6,6m-1m,0.563,30.56,54.33,0.876,1.243
20,20,10,50,0.4,12m-1m,0.563,26.28,46.65,0.818,1.116
20,30,10,40,0.7,12m-1m,0.562,25.06,44.61,0.788,1.151
10,20,20,50,0.7,12m-1m,0.562,26.68,47.44,0.799,1.124
25,5,45,25,0.7,6m-1m,0.562,23.35,41.55,0.734,1.045
10,15,20,55,0.8,12m-1m,0.561,24.44,43.58,0.76,1.035
15,0,65,20,1.0,6m,0.561,27.71,49.42,0.792,1.103
25,10,45,20,0.6,6m-1m,0.561,24.2,43.14,0.749,1.086
25,5,55,15,0.8,6m-1m,0.561,28.77,51.32,0.818,1.167
25,15,40,20,1.0,12m,0.561,30.26,53.9,0.844,1.226
5,0,70,25,1.0,6m,0.561,29.04,51.82,0.811,1.172
25,15,10,50,0.5,12m,0.561,24.08,42.9,0.759,0.954
20,20,25,35,0.9,6m,0.561,25.73,45.86,0.769,1.072
15,15,10,60,0.9,6m-1m,0.56,27.55,49.23,0.831,1.145
20,20,20,40,0.9,6m,0.56,24.26,43.36,0.742,1.023
25,25,20,30,0.7,12m,0.56,27.94,49.9,0.826,1.132
25,25,5,45,0.7,12m,0.56,22.0,39.26,0.728,0.952
25,15,35,25,0.9,12m,0.56,29.54,52.71,0.835,1.21
25,15,30,30,0.5,12m,0.56,27.25,48.64,0.811,1.13
25,5,55,15,1.0,12m,0.559,29.01,51.91,0.82,1.156
25,10,25,40,0.7,12m-1m,0.559,21.93,39.24,0.702,0.965
10,15,55,20,0.8,6m,0.559,33.9,60.62,0.903,1.269
25,15,20,40,0.4,6m-1m,0.559,28.54,51.04,0.837,1.171
10,5,25,60,0.5,6m,0.559,27.98,50.01,0.806,1.087
15,20,30,35,0.3,12m-1m,0.559,31.1,55.61,0.863,1.255
20,20,20,40,0.9,6m-1m,0.558,26.56,47.59,0.791,1.063
25,10,30,35,0.7,6m-1m,0.558,25.74,46.1,0.775,1.055
25,5,50,20,0.9,6m,0.558,30.02,53.78,0.852,1.206
20,20,5,55,1.0,12m,0.558,23.91,42.88,0.764,0.995
0,0,70,30,0.8,6m-1m,0.558,30.96,55.53,0.84,1.225
20,0,35,45,0.5,6m,0.558,24.86,44.52,0.752,1.057
0,5,75,20,0.9,12m,0.558,34.71,62.26,0.901,1.321
25,0,55,20,1.0,6m,0.558,29.57,52.96,0.837,1.115
25,15,5,55,0.3,12m-1m,0.558,25.18,45.17,0.81,1.074
5,5,70,20,0.7,6m-1m,0.557,33.4,59.96,0.888,1.309
5,5,75,15,1.0,12m-1m,0.557,29.81,53.52,0.839,1.229
20,30,10,40,1.0,12m-1m,0.557,23.76,42.66,0.75,1.041
5,25,35,35,0.5,12m-1m,0.557,32.26,57.94,0.879,1.29
25,5,55,15,0.7,12m-1m,0.557,30.85,55.41,0.856,1.248
10,15,50,25,0.3,6m,0.557,32.12,57.68,0.884,1.32
25,20,25,30,0.5,6m,0.557,23.34,41.9,0.725,0.987
0,10,30,60,0.5,6m,0.557,28.57,51.33,0.828,1.167
25,10,30,35,0.7,12m-1m,0.557,25.04,44.92,0.76,1.081
15,35,5,45,0.4,12m-1m,0.557,22.03,39.53,0.726,1.054
20,15,5,60,0.7,12m-1m,0.556,26.42,47.51,0.824,1.121
25,20,15,40,0.4,6m-1m,0.556,28.33,50.91,0.844,1.171
15,5,55,25,0.3,6m,0.556,30.43,54.74,0.846,1.236
15,15,15,55,0.3,12m-1m,0.556,22.05,39.68,0.711,1.001
10,10,55,25,1.0,6m,0.556,30.64,55.14,0.852,1.223
25,20,20,35,1.0,12m,0.556,23.47,42.18,0.732,1.038
15,15,40,30,0.7,6m-1m,0.556,27.16,48.83,0.788,1.161
20,15,35,30,0.7,12m-1m,0.555,29.58,53.27,0.837,1.18
15,5,55,25,0.4,6m,0.555,32.6,58.78,0.878,1.319
15,10,55,20,0.3,6m-1m,0.555,35.67,64.32,0.931,1.37
25,20,5,50,0.3,12m,0.555,20.94,37.74,0.7,0.882
0,5,70,25,0.4,6m-1m,0.555,35.29,63.57,0.908,1.324
25,20,10,45,1.0,6m,0.555,28.84,51.98,0.853,1.144
15,10,45,30,0.9,6m,0.555,27.99,50.45,0.804,1.166
25,15,15,45,0.7,6m-1m,0.555,29.45,53.1,0.857,1.114
5,5,65,25,0.9,6m-1m,0.554,29.5,53.24,0.824,1.201
5,0,75,20,0.8,12m-1m,0.554,32.03,57.79,0.854,1.284
15,35,10,40,0.3,12m-1m,0.554,24.86,44.9,0.777,1.138
15,25,15,45,0.3,12m-1m,0.554,25.1,45.31,0.782,1.124
25,15,35,25,0.8,12m,0.554,27.17,49.0,0.784,1.101
20,30,20,30,1.0,12m,0.554,25.69,46.34,0.777,1.09
20,0,70,10,1.0,12m,0.553,28.92,52.3,0.808,1.138
15,20,5,60,0.9,6m-1m,0.553,29.6,53.53,0.882,1.228
15,5,60,20,0.9,6m,0.553,30.0,54.3,0.843,1.194
25,10,45,20,1.0,12m-1m,0.553,27.35,49.47,0.79,1.123
0,40,30,30,0.7,12m,0.553,33.4,60.36,0.895,1.334
25,5,35,35,0.6,6m,0.552,25.7,46.54,0.777,1.111
0,35,15,50,0.3,6m-1m,0.552,29.73,53.9,0.853,1.199
25,5,55,15,0.8,12m,0.552,32.29,58.53,0.885,1.29
10,25,30,35,0.8,6m,0.552,29.23,52.99,0.821,1.19
25,20,20,35,0.4,12m-1m,0.551,24.55,44.54,0.763,1.048
0,5,75,20,0.8,6m,0.551,30.69,55.67,0.83,1.224
20,15,35,30,0.4,12m-1m,0.551,30.13,54.71,0.847,1.212
20,25,5,50,0.9,6m,0.551,24.34,44.14,0.765,1.029
25,25,10,40,0.8,12m-1m,0.551,23.89,43.34,0.762,1.065
10,20,50,20,0.7,6m,0.55,32.96,59.93,0.884,1.229
15,0,65,20,0.9,12m,0.55,32.12,58.37,0.873,1.228
25,10,20,45,0.8,12m-1m,0.55,24.03,43.71,0.752,1.035
25,25,20,30,0.8,6m,0.55,26.89,48.91,0.799,1.096
20,15,5,60,0.8,12m-1m,0.55,26.18,47.59,0.818,1.102
25,25,25,25,0.9,6m,0.55,25.76,46.85,0.785,1.083
20,15,5,60,0.4,12m-1m,0.55,25.27,45.97,0.799,1.082
25,20,10,45,0.9,6m,0.549,28.82,52.45,0.844,1.124
25,25,15,35,0.3,6m,0.549,28.51,51.94,0.84,1.162
20,5,55,20,1.0,6m-1m,0.549,25.04,45.63,0.748,1.002
20,15,45,20,0.6,6m-1m,0.549,29.68,54.06,0.845,1.23
25,15,15,45,0.9,6m-1m,0.549,29.62,53.96,0.854,1.127
20,15,40,25,0.9,12m-1m,0.549,23.35,42.54,0.722,0.987
20,15,10,55,0.9,12m,0.549,25.86,47.07,0.788,1.013
25,15,25,35,0.5,6m-1m,0.549,28.8,52.49,0.837,1.167
20,0,35,45,0.9,6m,0.548,25.82,47.14,0.775,1.099
5,0,75,20,0.8,12m,0.548,33.14,60.48,0.886,1.313
0,40,10,50,0.7,6m,0.548,30.45,55.62,0.856,1.198
15,0,65,20,0.8,6m-1m,0.547,29.51,53.95,0.834,1.199
0,20,60,20,0.7,12m,0.547,32.49,59.42,0.864,1.25
25,5,30,40,0.8,12m,0.547,25.03,45.76,0.758,1.079
25,20,25,30,1.0,12m,0.547,24.7,45.16,0.748,1.041
25,10,15,50,0.5,6m-1m,0.547,26.01,47.57,0.806,1.123
15,5,60,20,0.5,12m-1m,0.547,32.25,59.01,0.889,1.314
25,5,50,20,1.0,12m,0.547,27.92,51.03,0.805,1.128
20,5,55,20,1.0,12m-1m,0.547,27.2,49.75,0.786,1.08
15,35,5,45,0.9,6m,0.547,28.34,51.82,0.833,1.177
10,25,35,30,0.8,6m,0.547,29.46,53.84,0.839,1.184
10,5,65,20,1.0,12m,0.547,30.87,56.45,0.853,1.22
25,15,40,20,0.8,12m-1m,0.547,22.91,41.88,0.718,1.025
15,5,30,50,0.9,6m-1m,0.546,32.67,59.81,0.902,1.24
25,15,5,55,0.4,12m-1m,0.546,24.11,44.17,0.783,1.038
25,5,50,20,0.9,12m,0.546,28.35,51.96,0.817,1.162
25,30,5,40,1.0,12m,0.546,29.03,53.2,0.874,1.192
15,10,15,60,0.3,6m,0.546,31.67,58.02,0.885,1.198
20,35,15,30,0.9,12m,0.545,27.54,50.52,0.825,1.157
20,20,40,20,0.7,12m,0.545,27.69,50.83,0.799,1.156
25,15,25,35,0.8,12m-1m,0.545,25.22,46.23,0.771,1.085
25,25,5,45,0.9,12m,0.545,20.69,37.98,0.698,0.911
25,15,30,30,1.0,12m,0.545,24.99,45.86,0.761,1.09
20,0,50,30,0.7,6m-1m,0.545,23.98,44.03,0.734,1.055
15,10,50,25,1.0,6m,0.545,26.14,47.93,0.775,1.126
15,25,25,35,1.0,12m-1m,0.545,24.86,45.62,0.76,1.093
25,10,30,35,0.5,6m-1m,0.544,21.98,40.39,0.699,0.966
25,0,55,20,1.0,12m-1m,0.544,25.54,46.98,0.765,1.041
25,5,45,25,0.9,12m-1m,0.544,24.87,45.72,0.754,1.061
10,25,5,60,0.8,6m-1m,0.544,32.32,59.38,0.925,1.318
20,15,40,25,0.5,12m,0.544,27.7,50.88,0.803,1.147
15,15,55,15,0.9,12m,0.543,31.11,57.35,0.855,1.274
30,10,40,20,0.7,6m,0.543,25.38,46.78,0.774,1.127
10,0,70,20,1.0,12m,0.543,29.27,53.86,0.821,1.169
30,10,30,30,0.7,12m,0.543,22.61,41.61,0.71,1.018
25,25,25,25,0.8,6m,0.543,23.63,43.52,0.736,1.021
15,35,5,45,1.0,6m,0.543,27.61,50.83,0.813,1.146
15,30,5,50,0.5,6m-1m,0.543,28.18,51.87,0.852,1.198
15,10,55,20,0.8,6m-1m,0.543,29.12,53.67,0.821,1.186
15,30,10,45,1.0,6m-1m,0.543,28.5,52.52,0.845,1.213
25,5,50,20,0.9,12m-1m,0.543,29.28,53.92,0.833,1.17
15,30,5,50,0.4,12m-1m,0.543,24.65,45.4,0.786,1.124
25,10,45,20,0.5,6m-1m,0.542,24.95,46.03,0.76,1.084
15,10,55,20,0.5,6m-1m,0.542,28.17,51.96,0.812,1.215
20,15,35,30,0.9,6m-1m,0.541,25.33,46.85,0.762,1.055
20,10,40,30,0.5,6m-1m,0.541,24.39,45.1,0.746,1.034
25,15,15,45,0.5,6m,0.541,25.66,47.4,0.782,1.04
15,0,35,50,0.9,6m,0.541,26.1,48.24,0.777,1.087
25,5,45,25,0.7,6m,0.541,27.22,50.3,0.795,1.144
5,5,65,25,1.0,12m,0.541,29.26,54.06,0.818,1.171
15,25,30,30,0.5,12m-1m,0.541,26.27,48.58,0.777,1.112
15,15,55,15,0.4,12m-1m,0.541,33.21,61.38,0.893,1.31
25,10,35,30,0.7,6m-1m,0.541,27.37,50.56,0.805,1.124
10,35,10,45,0.8,12m-1m,0.541,20.22,37.35,0.676,1.002
20,30,15,35,0.4,6m,0.541,25.86,47.81,0.792,1.091
20,0,50,30,1.0,6m,0.541,28.05,51.88,0.815,1.153
0,0,75,25,0.4,6m-1m,0.541,33.13,61.27,0.873,1.251
5,0,65,30,0.7,6m,0.54,29.91,55.35,0.831,1.229
25,25,25,25,0.6,12m,0.54,24.99,46.31,0.759,1.061
20,10,15,55,1.0,12m,0.54,21.66,40.09,0.699,0.899
5,10,50,35,0.5,12m-1m,0.54,26.17,48.47,0.765,1.139
25,25,25,25,1.0,12m-1m,0.54,25.39,47.05,0.774,1.112
15,0,40,45,0.9,6m-1m,0.54,28.18,52.21,0.818,1.193
0,5,70,25,0.9,6m,0.54,31.1,57.65,0.846,1.246
20,35,10,35,0.6,12m-1m,0.539,24.65,45.72,0.772,1.089
25,0,40,35,0.7,6m,0.539,24.12,44.74,0.739,1.082
15,0,65,20,0.9,6m-1m,0.539,31.26,57.96,0.854,1.227
25,20,5,50,0.4,12m-1m,0.539,23.05,42.73,0.759,0.973
15,25,35,25,0.6,6m,0.538,30.94,57.55,0.858,1.23
15,10,55,20,0.9,6m-1m,0.538,27.58,51.26,0.797,1.148
20,25,5,50,1.0,6m,0.538,23.65,43.94,0.75,1.011
25,25,5,45,1.0,12m,0.538,21.84,40.62,0.721,0.932
20,25,20,35,0.4,12m-1m,0.538,27.34,50.8,0.811,1.155
30,0,60,10,0.5,12m,0.538,28.59,53.11,0.813,1.181
15,25,35,25,0.7,6m-1m,0.538,25.11,46.7,0.758,1.085
20,20,25,35,0.8,6m-1m,0.538,25.12,46.71,0.762,1.031
5,0,70,25,0.9,6m,0.537,27.88,51.88,0.788,1.127
25,30,15,30,0.7,12m,0.537,24.59,45.81,0.757,1.027
10,35,10,45,0.7,12m-1m,0.537,19.5,36.32,0.663,0.963
15,20,5,60,1.0,12m-1m,0.537,23.84,44.37,0.762,1.062
25,10,20,45,0.3,6m,0.537,23.89,44.49,0.732,1.032
25,5,25,45,0.9,6m-1m,0.537,24.96,46.49,0.771,1.048
5,0,75,20,0.9,12m,0.536,31.61,59.01,0.856,1.249
10,5,55,30,0.9,6m,0.536,26.93,50.28,0.784,1.147
20,15,45,20,0.4,12m,0.536,31.16,58.14,0.856,1.269
25,20,10,45,0.7,6m,0.536,28.3,52.82,0.841,1.14
25,20,5,50,0.6,12m-1m,0.536,23.49,43.87,0.769,0.988
15,5,50,30,0.8,6m,0.536,30.33,56.62,0.853,1.224
15,20,35,30,0.6,12m,0.536,28.48,53.15,0.811,1.174
25,20,5,50,0.7,6m-1m,0.536,23.85,44.51,0.775,1.076
20,25,15,40,0.5,6m-1m,0.536,23.55,43.95,0.74,1.022
20,5,15,60,0.4,6m,0.536,30.4,56.76,0.868,1.206
0,30,50,20,0.5,6m,0.535,31.39,58.66,0.86,1.257
15,0,55,30,1.0,6m,0.535,28.89,54.05,0.824,1.197
10,30,5,55,0.3,6m-1m,0.535,28.28,52.85,0.843,1.216
25,0,55,20,0.9,12m-1m,0.535,27.53,51.42,0.802,1.104
25,20,20,35,0.7,6m-1m,0.535,26.7,49.92,0.797,1.087
15,5,50,30,0.9,6m,0.535,28.8,53.88,0.825,1.18
15,35,15,35,0.4,6m-1m,0.535,25.84,48.28,0.789,1.128
20,15,30,35,1.0,6m-1m,0.534,23.0,43.04,0.722,1.018
25,5,35,35,0.9,12m-1m,0.534,23.28,43.57,0.723,1.054
10,10,55,25,1.0,6m-1m,0.534,26.75,50.13,0.774,1.102
25,10,40,25,0.3,6m-1m,0.534,25.36,47.53,0.77,1.12
15,20,5,60,0.6,12m,0.533,24.65,46.28,0.768,1.025
15,0,65,20,0.9,12m-1m,0.533,28.97,54.33,0.815,1.179
20,5,15,60,1.0,6m,0.533,28.96,54.29,0.843,1.152
20,35,5,40,0.4,12m-1m,0.533,25.78,48.34,0.811,1.213
25,10,20,45,0.9,12m,0.533,25.56,47.92,0.765,1.017
15,20,5,60,0.3,12m-1m,0.532,22.86,42.98,0.741,1.005
10,30,40,20,0.7,12m,0.532,27.63,51.98,0.802,1.188
15,5,65,15,0.4,12m-1m,0.532,35.02,65.82,0.924,1.353
5,5,75,15,0.8,6m-1m,0.532,32.44,61.01,0.867,1.29
25,10,15,50,0.5,12m,0.532,27.95,52.51,0.821,1.031
10,25,5,60,0.9,12m-1m,0.532,23.12,43.5,0.736,0.95
25,5,55,15,0.4,6m,0.532,32.01,60.14,0.889,1.289
25,15,35,25,0.5,12m-1m,0.532,25.92,48.76,0.777,1.103
25,20,20,35,1.0,12m-1m,0.532,19.52,36.69,0.657,0.926
5,5,70,20,0.5,6m-1m,0.532,31.01,58.33,0.848,1.241
25,10,25,40,0.3,12m-1m,0.532,23.32,43.86,0.736,1.01
20,15,35,30,0.4,6m,0.532,27.63,51.9,0.803,1.164
10,25,30,35,0.8,6m-1m,0.532,27.01,50.81,0.781,1.086
25,10,40,25,0.4,6m,0.531,27.28,51.34,0.798,1.137
10,40,20,30,0.5,12m,0.531,30.09,56.65,0.857,1.223
20,30,15,35,0.3,6m-1m,0.531,30.85,58.12,0.901,1.258
25,10,35,30,0.4,6m,0.531,28.3,53.32,0.818,1.189
25,5,55,15,0.9,6m-1m,0.531,29.5,55.5,0.828,1.163
0,40,40,20,1.0,12m,0.53,29.95,56.56,0.844,1.23
15,15,50,20,0.6,6m-1m,0.53,30.08,56.78,0.838,1.213
25,5,50,20,0.3,6m,0.53,29.29,55.22,0.841,1.228
25,25,5,45,0.6,12m-1m,0.529,25.88,48.91,0.823,1.132
0,5,75,20,0.7,6m-1m,0.529,32.41,61.29,0.871,1.285
15,0,60,25,0.8,6m-1m,0.529,27.07,51.21,0.784,1.125
20,0,35,45,1.0,6m-1m,0.529,23.67,44.73,0.737,1.046
25,15,20,40,0.6,12m-1m,0.529,24.8,46.86,0.766,1.035
15,5,65,15,1.0,12m-1m,0.529,29.03,54.84,0.818,1.195
20,20,30,30,0.5,6m,0.529,29.15,55.14,0.838,1.14
0,0,75,25,0.9,12m,0.528,28.58,54.13,0.796,1.182
15,20,5,60,0.3,12m,0.528,26.52,50.22,0.813,1.124
20,15,45,20,0.7,6m,0.528,28.97,54.89,0.833,1.222
25,10,45,20,0.8,12m,0.528,28.26,53.49,0.814,1.171
15,20,5,60,0.7,12m-1m,0.528,24.21,45.82,0.768,1.053
20,10,15,55,0.7,12m,0.527,22.71,43.1,0.717,0.952
25,30,10,35,1.0,12m,0.527,26.57,50.44,0.812,1.15
25,20,15,40,0.3,6m-1m,0.527,28.24,53.56,0.842,1.157
25,20,10,45,0.9,12m-1m,0.527,24.46,46.37,0.78,1.042
10,25,25,40,0.8,12m,0.527,30.85,58.54,0.844,1.206
15,5,55,25,0.8,6m-1m,0.527,25.98,49.27,0.764,1.114
25,5,15,55,0.3,12m,0.527,22.76,43.17,0.729,0.973
25,15,45,15,0.3,6m-1m,0.527,28.32,53.74,0.814,1.191
15,35,5,45,0.3,12m-1m,0.526,20.54,39.07,0.693,1.018
30,0,20,50,0.5,12m,0.526,23.86,45.38,0.756,1.023
10,10,70,10,0.7,6m,0.526,33.88,64.41,0.9,1.323
20,30,15,35,0.9,6m-1m,0.526,28.57,54.35,0.848,1.183
5,15,55,25,0.9,6m-1m,0.526,29.04,55.25,0.817,1.179
20,10,40,30,0.6,6m,0.525,27.32,52.09,0.799,1.136
20,15,45,20,0.8,6m,0.525,26.45,50.43,0.788,1.131
15,20,35,30,0.7,12m,0.525,30.07,57.32,0.839,1.245
15,35,15,35,0.4,6m,0.525,24.58,46.83,0.762,1.084
10,40,10,40,0.7,12m,0.525,21.25,40.48,0.689,1.021
10,15,55,20,0.9,12m-1m,0.525,29.38,56.01,0.821,1.17
20,25,25,30,0.9,6m-1m,0.524,24.29,46.31,0.759,1.065
20,5,35,40,1.0,6m,0.524,23.96,45.72,0.734,1.053
20,25,20,35,0.3,6m-1m,0.524,25.37,48.4,0.786,1.105
25,30,10,35,0.9,12m,0.524,28.17,53.73,0.842,1.163
15,5,55,25,0.9,12m-1m,0.524,27.27,52.05,0.788,1.14
20,5,15,60,0.7,6m,0.524,30.44,58.13,0.87,1.197
20,5,40,35,0.8,6m,0.524,23.93,45.69,0.734,1.057
20,20,30,30,1.0,12m,0.524,25.65,48.97,0.76,1.062
20,25,20,35,0.3,12m-1m,0.523,26.0,49.74,0.785,1.118
0,5,70,25,0.9,6m-1m,0.523,28.78,55.01,0.807,1.179
20,20,20,40,1.0,6m,0.523,24.26,46.35,0.742,1.004
20,5,45,30,0.7,6m-1m,0.523,25.99,49.72,0.775,1.12
15,25,35,25,0.5,12m-1m,0.523,26.43,50.55,0.783,1.109
25,5,40,30,0.9,12m-1m,0.523,25.77,49.24,0.77,1.108
25,15,5,55,0.9,12m,0.523,25.82,49.42,0.792,1.011
20,5,35,40,0.9,6m-1m,0.523,23.42,44.77,0.723,1.033
20,15,40,25,0.5,6m,0.522,29.02,55.6,0.838,1.201
20,35,10,35,0.7,12m-1m,0.522,23.72,45.44,0.753,1.041
15,0,45,40,0.9,6m-1m,0.522,21.79,41.71,0.693,1.023
30,0,60,10,0.7,6m,0.522,31.89,61.05,0.869,1.243
30,0,60,10,1.0,12m,0.521,25.58,49.07,0.769,1.05
10,30,20,40,1.0,6m,0.521,26.88,51.59,0.799,1.114
25,35,5,35,1.0,12m,0.521,24.8,47.6,0.783,1.098
10,20,10,60,0.3,6m-1m,0.521,27.97,53.66,0.831,1.136
15,5,65,15,0.7,6m,0.521,31.83,61.11,0.853,1.281
15,30,10,45,0.3,12m-1m,0.521,22.07,42.37,0.726,1.039
25,10,25,40,0.7,6m-1m,0.521,23.04,44.2,0.724,1.001
20,5,15,60,1.0,12m-1m,0.52,23.37,44.95,0.75,1.027
15,10,30,45,0.9,6m,0.52,24.03,46.19,0.731,1.051
10,25,35,30,0.9,6m,0.52,29.2,56.17,0.832,1.196
10,30,5,55,0.6,6m-1m,0.52,27.72,53.31,0.832,1.195
15,35,15,35,0.7,6m-1m,0.52,25.14,48.39,0.771,1.081
20,0,40,40,0.9,6m,0.52,24.24,46.59,0.739,1.061
15,15,55,15,0.4,12m,0.52,33.71,64.82,0.898,1.278
10,40,10,40,1.0,6m,0.52,28.08,53.96,0.823,1.155
10,15,15,60,0.8,6m-1m,0.519,29.13,56.13,0.842,1.161
25,15,5,55,1.0,12m,0.519,25.03,48.27,0.78,0.991
15,10,50,25,0.3,6m,0.519,32.68,62.94,0.887,1.272
20,15,10,55,0.3,12m,0.519,20.48,39.45,0.674,0.852
15,25,25,35,0.5,6m-1m,0.519,24.13,46.51,0.74,1.017
20,15,40,25,0.3,6m,0.519,25.51,49.19,0.762,1.09
0,5,65,30,0.8,6m-1m,0.519,29.54,56.87,0.824,1.184
25,20,15,40,0.6,6m-1m,0.519,26.04,50.2,0.787,1.059
5,0,35,60,1.0,6m,0.519,25.74,49.59,0.769,1.05
10,15,15,60,0.3,12m-1m,0.518,23.17,44.76,0.735,1.019
10,30,40,20,0.5,12m,0.518,29.45,56.89,0.832,1.238
15,25,30,30,0.9,6m-1m,0.518,26.57,51.26,0.789,1.112
25,5,50,20,0.5,6m-1m,0.518,24.98,48.19,0.767,1.119
15,35,5,45,0.6,12m-1m,0.518,21.91,42.29,0.721,1.055
25,15,25,35,0.3,6m-1m,0.518,28.68,55.38,0.842,1.195
25,25,25,25,0.7,6m,0.518,27.39,52.85,0.811,1.129
0,40,30,30,0.7,6m,0.517,28.49,55.15,0.816,1.197
25,30,5,40,0.6,12m,0.517,24.15,46.69,0.779,1.067
20,5,40,35,0.8,6m-1m,0.517,23.07,44.64,0.723,1.043
20,25,10,45,0.8,6m-1m,0.517,25.77,49.88,0.794,1.106
5,0,75,20,0.9,12m-1m,0.517,31.06,60.11,0.848,1.254
15,15,10,60,0.3,12m-1m,0.517,20.61,39.86,0.686,0.965
15,0,50,35,0.8,6m-1m,0.517,24.99,48.37,0.762,1.134
0,5,75,20,0.9,6m,0.517,30.86,59.75,0.84,1.259
25,5,45,25,0.4,6m-1m,0.517,24.52,47.4,0.75,1.082
0,40,40,20,0.7,12m,0.517,30.36,58.7,0.844,1.235
15,5,65,15,0.9,12m,0.516,31.7,61.4,0.865,1.257
25,15,5,55,0.5,12m-1m,0.516,23.34,45.25,0.765,1.022
20,25,25,30,0.7,6m,0.516,26.33,51.04,0.794,1.103
25,5,55,15,1.0,12m-1m,0.516,27.24,52.77,0.792,1.105
15,0,40,45,1.0,6m-1m,0.516,26.71,51.78,0.789,1.129
15,15,10,60,0.8,6m,0.516,29.6,57.37,0.855,1.224
25,0,40,35,0.5,12m-1m,0.516,23.99,46.47,0.747,1.097
10,35,10,45,0.9,12m-1m,0.516,20.91,40.5,0.691,1.007
20,10,60,10,1.0,12m,0.516,30.75,59.64,0.849,1.2
20,30,5,45,0.5,6m-1m,0.515,25.87,50.25,0.801,1.119
20,15,10,55,1.0,12m,0.515,24.56,47.71,0.762,0.975
20,5,15,60,0.9,12m,0.515,20.61,40.06,0.673,0.866
25,5,55,15,0.8,12m-1m,0.515,28.79,55.85,0.813,1.182
25,30,10,35,0.4,12m-1m,0.515,23.42,45.45,0.745,1.021
25,25,20,30,0.5,12m-1m,0.514,23.97,46.63,0.74,1.014
20,25,10,45,0.9,6m-1m,0.514,25.15,48.95,0.781,1.058
20,30,5,45,1.0,6m-1m,0.514,26.69,51.94,0.817,1.137
0,5,75,20,0.9,12m-1m,0.514,32.25,62.79,0.856,1.234
20,0,60,20,1.0,6m,0.514,25.95,50.5,0.759,1.017
20,25,25,30,0.5,6m-1m,0.514,25.64,49.86,0.779,1.065
20,10,30,40,0.9,6m,0.513,27.17,53.01,0.79,1.132
10,10,45,35,1.0,6m-1m,0.513,23.66,46.13,0.723,1.08
15,25,35,25,0.4,12m-1m,0.513,28.52,55.65,0.811,1.195
20,30,15,35,0.6,12m-1m,0.513,24.52,47.76,0.761,1.082
25,15,35,25,0.5,12m,0.513,24.52,47.8,0.742,1.026
10,5,55,30,0.4,6m,0.513,31.87,62.09,0.866,1.264
15,25,35,25,1.0,12m-1m,0.513,26.09,50.83,0.768,1.072
25,5,55,15,0.4,6m-1m,0.512,27.19,53.12,0.795,1.136
10,35,15,40,0.9,12m-1m,0.512,26.52,51.82,0.789,1.131
15,5,65,15,0.5,12m-1m,0.512,31.82,62.1,0.87,1.27
25,20,20,35,0.8,6m-1m,0.512,24.93,48.68,0.767,1.055
25,10,15,50,1.0,6m,0.512,26.98,52.7,0.796,1.062
20,35,10,35,1.0,12m,0.512,27.44,53.57,0.817,1.115
25,20,25,30,0.9,12m,0.511,24.31,47.54,0.743,1.031
10,15,55,20,0.7,6m,0.511,30.84,60.4,0.847,1.178
0,5,75,20,1.0,6m-1m,0.511,28.21,55.23,0.796,1.147
25,20,20,35,0.9,12m,0.511,23.26,45.54,0.729,1.027
0,40,40,20,1.0,6m,0.511,31.05,60.73,0.874,1.27
25,5,40,30,0.6,6m,0.51,24.19,47.47,0.745,1.067
20,20,40,20,0.5,12m,0.51,25.77,50.52,0.768,1.11
20,5,50,25,0.5,6m-1m,0.509,21.59,42.42,0.689,0.997
20,0,35,45,1.0,6m,0.509,23.74,46.62,0.737,1.074
25,5,45,25,0.9,6m,0.509,25.97,50.99,0.783,1.11
25,35,15,25,0.3,12m,0.509,22.55,44.27,0.727,1.035
15,15,45,25,0.3,12m-1m,0.509,32.39,63.62,0.88,1.301
20,25,25,30,0.7,6m-1m,0.509,25.26,49.59,0.773,1.1
10,15,55,20,0.9,6m-1m,0.509,27.43,53.92,0.798,1.156
10,40,10,40,0.5,6m,0.509,28.21,55.44,0.823,1.17
25,10,45,20,0.6,6m,0.509,28.72,56.42,0.823,1.19
15,15,50,20,0.4,6m,0.508,30.88,60.74,0.852,1.243
25,30,5,40,0.9,12m,0.508,27.32,53.79,0.841,1.139
25,10,45,20,0.7,6m-1m,0.508,24.37,48.02,0.751,1.058
10,10,35,45,1.0,6m-1m,0.508,24.44,48.16,0.744,1.096
25,15,35,25,0.4,6m,0.508,24.84,48.9,0.758,1.091
20,35,5,40,0.5,12m-1m,0.508,25.09,49.36,0.794,1.157
15,35,5,45,0.5,6m,0.507,27.59,54.39,0.822,1.157
